symbol,last_close_rs,market_cap_cr,market_cap_missing,avg_daily_value_lakh,days_history,zero_vol_days,pump_risk_score,sub_amihud,sub_vol_spike,sub_price_accel
OSWALGREEN,23.8,611.21,False,65.85,90,2,15.84,1.88,5.56,52.59
PRITIKAUTO,13.52,225.13,False,25.79,90,2,15.79,4.59,11.11,40.27
CORALFINAC,32.0,128.97,False,4.64,89,1,15.68,14.46,0.0,39.59
ALANKIT,8.42,228.32,False,21.6,89,1,15.66,3.66,5.62,48.93
PRAKASHSTL,4.37,76.48,False,8.49,90,2,15.46,9.36,11.11,31.31
BRNL,19.47,163.45,False,13.78,89,1,15.4,7.05,11.24,34.58
NILASPACES,12.42,489.21,False,85.65,90,2,15.39,1.16,16.67,36.38
VISHWARAJ,5.66,123.29,False,23.81,89,1,15.28,4.52,0.0,53.89
XCHANGING,65.11,725.35,False,76.26,90,2,15.19,1.15,11.11,43.36
VISAKAIND,72.47,626.18,False,80.23,90,2,15.17,1.26,16.67,35.33
INVENTURE,0.96,100.8,False,18.78,90,2,15.15,5.53,5.56,44.0
ONMOBILE,50.47,536.6,False,149.97,90,2,15.12,0.7,11.11,43.79
SUMEETINDS,27.95,1471.08,False,45.21,89,1,15.09,2.31,11.24,40.93
AAATECH,92.01,118.02,False,21.86,89,1,15.01,3.61,16.85,30.67
BAIDFIN,10.25,158.76,False,13.49,89,1,14.99,6.24,11.24,34.23
MEDICO,45.13,374.51,False,148.46,89,1,14.77,1.01,11.24,41.73
SNOWMAN,37.44,626.04,False,110.49,90,2,14.75,0.89,5.56,49.81
ATL,24.5,715.06,False,54.78,89,1,14.7,2.1,5.62,47.58
IVC,8.2,257.51,False,18.29,90,2,14.67,3.69,16.67,29.46
TPLPLASTEH,67.24,524.49,False,105.21,90,2,14.59,1.07,5.56,48.88
AVTNPL,69.54,1058.98,False,44.28,89,1,14.44,2.32,16.85,30.45
KMSUGAR,27.37,251.8,False,51.66,90,2,14.44,1.58,16.67,31.9
SYSTMTXC,67.25,919.62,False,51.65,90,2,14.28,1.51,5.56,46.91
BPL,52.0,254.67,False,46.71,90,2,14.15,2.01,5.56,45.61
MIRZAINT,30.22,417.65,False,41.16,89,1,14.11,1.83,5.62,45.66
ORIENTPPR,17.96,381.09,False,71.83,89,1,14.06,1.49,5.62,45.98
ROSSELLIND,55.98,211.02,False,23.27,89,1,14.03,4.98,11.24,32.42
ARIHANTCAP,67.0,734.4,False,180.55,90,2,13.99,0.4,11.11,39.78
WCIL,94.3,961.44,False,116.02,90,2,13.97,0.84,5.56,46.75
KOKUYOCMLN,84.26,845.16,False,46.57,90,2,13.84,2.04,11.11,36.54
UGARSUGAR,41.0,461.25,False,108.33,90,2,13.82,0.84,22.22,22.83
DEVX,37.74,340.37,False,47.0,89,1,13.77,2.05,5.62,43.92
VAKRANGEE,6.41,694.33,False,171.56,90,2,13.73,0.42,0.0,54.27
SRTL,41.5,165.9,False,78.29,65,2,13.66,1.44,0.0,52.35
KOHINOOR,24.88,92.23,False,24.55,89,1,13.51,3.43,5.62,40.71
GOYALALUM,6.82,97.34,False,6.25,89,1,13.38,8.59,0.0,39.78
PAKKA,82.0,368.57,False,139.04,89,1,12.96,0.84,11.24,34.74
DREAMFOLKS,74.4,396.33,False,113.67,89,1,12.93,1.01,0.0,50.08
KCPSUGIND,23.98,274.05,False,46.5,90,2,12.85,2.16,16.67,24.6
TARACHAND,56.81,447.8,False,70.18,90,2,12.78,1.47,11.11,33.19
SHREDIGCEM,71.14,1051.94,False,107.52,90,2,12.71,0.71,5.56,41.93
OMAXE,75.5,1386.59,False,143.02,89,1,12.65,0.74,11.24,33.69
LANDSMILL,0.89,125.55,False,45.0,90,2,12.63,2.53,5.56,38.68
GFLLIMITED,46.18,507.29,False,37.94,89,1,12.44,2.65,5.62,37.63
NARMADA,37.1,140.74,False,111.08,89,1,12.39,0.71,11.24,32.68
TREL,25.65,630.21,False,31.32,89,1,11.95,3.16,5.62,34.88
RANASUG,13.02,199.95,False,49.51,90,2,11.63,2.65,5.56,34.51
ANUHPHR,75.99,761.6,False,40.01,89,1,11.44,1.88,5.62,34.9
SURANAT&P,18.25,247.76,False,15.28,89,1,11.35,5.21,5.62,29.2
WSI,69.71,529.07,False,54.92,89,1,11.35,1.4,5.62,35.3
IRISDOREME,36.3,619.56,False,114.5,89,1,11.27,0.68,5.62,36.14
DOLATALGO,73.18,1287.97,False,160.36,89,1,11.25,0.37,11.24,28.69
LINC,99.96,594.82,False,55.7,90,2,11.09,2.2,5.56,33.06
OBCL,51.11,107.75,False,5.95,89,1,11.05,12.09,5.62,16.98
UFO,74.03,287.35,False,61.57,90,2,11.0,1.16,5.56,34.38
SAURASHCEM,58.99,656.57,False,74.43,90,2,10.78,1.48,0.0,40.75
DEN,27.4,1306.34,False,164.87,89,1,10.64,0.49,5.62,33.91
INDBANK,33.52,148.76,False,13.86,90,2,10.15,4.51,5.56,25.6
SINCLAIR,74.0,379.32,False,42.34,89,1,9.77,1.69,11.24,20.63
PTL,39.89,528.05,False,19.05,90,2,9.64,2.1,11.11,19.65
MUKKA,22.5,675.0,False,59.87,89,1,9.32,1.43,0.0,34.99
ORICONENT,61.58,972.9,False,95.53,90,2,9.09,0.74,11.11,19.6
3IINFOLTD,17.3,358.81,False,89.95,90,2,9.08,0.9,0.0,34.87
ADVANIHOTR,52.85,488.54,False,16.21,90,2,8.69,2.6,5.56,22.81
TNPETRO,86.3,776.45,False,140.07,90,2,8.46,0.49,5.56,25.29
BRIGHOTEL,62.34,2367.94,False,79.86,89,1,7.17,0.67,0.0,27.63
